gen_id	pul_id	jbrowseTag	orientation
2538165914	17775	GH	-	
2538165915	17775	other	-	
2538165916	17775	SusD	-	
2538165917	17775	Trans	-	
2538165918	17775	REG	-	
2538165919	17775	REG	-	
2538165928	17776	REG	+	
2538165929	17776	GH	+	
2538165930	17776	GH	+	
2538165931	17776	other	+	
2538165932	17776	other	+	
2538165933	17776	Trans	+	
2538165934	17776	SusD	+	
2538165935	17776	other	+	
2538165936	17776	other	+	
2538165937	17776	other	+	
2538166149	17779	other	-	
2538166150	17779	GH	-	
2538166151	17779	GH	-	
2538166152	17779	other	-	
2538166153	17779	other	-	
2538166154	17779	SusD	-	
2538166155	17779	Trans	-	
2538166156	17779	other	-	
2538166157	17779	REG	-	
2538166158	17779	REG	-	
2538166160	17780	PL	-	
2538166161	17780	Pept	-	
2538166162	17780	GH	-	
2538166163	17780	GH	-	
2538166164	17780	GH	-	
2538166165	17780	other	-	
2538166166	17780	other	-	
2538166167	17780	SusD	-	
2538166168	17780	Trans	-	
2538166169	17780	REG	-	
2538166170	17780	other	-	
2538166171	17780	REG	-	
2538166185	17781	GH	-	
2538166186	17781	other	-	
2538166187	17781	other	-	
2538166188	17781	other	-	
2538166189	17781	SusD	-	
2538166190	17781	Trans	-	
2538166191	17781	other	-	
2538166192	17781	other	-	
2538166193	17781	REG	-	
2538166194	17781	CBM	-	
2538166195	17781	GH	-	
2538166249	17783	GH	-	
2538166250	17783	other	-	
2538166251	17783	other	-	
2538166252	17783	other	-	
2538166253	17783	GH	-	
2538166254	17783	SusD	-	
2538166255	17783	Trans	-	
2538166256	17783	other	+	
2538166257	17783	REG	-	
2538166258	17783	GH	-	
2538166259	17783	REG	+	
2538166362	17785	PL	-	
2538166363	17785	other	-	
2538166364	17785	REG	+	
2538166365	17785	GH	+	
2538166366	17785	Trans	+	
2538166367	17785	SusD	+	
2538166368	17785	other	+	
2538166369	17785	GH	+	
2538166370	17785	GH	+	
2538166377	17786	REG	+	
2538166378	17786	PL	+	
2538166379	17786	other	+	
2538166380	17786	Trans	+	
2538166381	17786	SusD	+	
2538166382	17786	GH	+	
2538166383	17786	PL	+	
2538166384	17786	Sulf	+	
2538166497	17787	GH	-	
2538166498	17787	other	-	
2538166499	17787	Sulf	-	
2538166500	17787	Sulf	+	
2538166501	17787	GH	+	
2538166502	17787	Sulf	+	
2538166503	17787	GH	+	
2538166504	17787	Sulf	+	
2538166505	17787	Sulf	+	
2538166506	17787	GH	+	
2538166507	17787	other	-	
2538166508	17787	GH	-	
2538166509	17787	GH	-	
2538166510	17787	other	+	
2538166511	17787	GH	-	
2538166512	17787	Sulf	-	
2538166513	17787	GH	-	
2538166514	17787	GH	-	
2538166515	17787	GH	-	
2538166516	17787	GH	-	
2538166517	17787	SusD	-	
2538166518	17787	Trans	-	
2538166519	17787	REG	-	
2538166520	17787	REG	-	
2538166521	17788	SusD	-	
2538166522	17788	Trans	-	
2538166523	17788	SusD	-	
2538166524	17788	Trans	-	
2538166525	17788	GH	-	
2538166526	17788	other	-	
2538166527	17788	other	-	
2538166528	17788	other	-	
2538166529	17788	REG	-	
2538166531	17789	REG	-	
2538166532	17789	Sulf	-	
2538166533	17789	other	+	
2538166534	17789	other	-	
2538166535	17789	other	-	
2538166536	17789	other	-	
2538166537	17789	other	-	
2538166538	17789	other	-	
2538166539	17789	GH	-	
2538166540	17789	other	-	
2538166541	17789	other	-	
2538166542	17789	other	-	
2538166543	17789	SusD	-	
2538166544	17789	Trans	-	
2538166545	17789	GH	-	
2538166546	17789	other	-	
2538166547	17789	GH	-	
2538166548	17789	GH	-	
2538166549	17789	GH	-	
2538166550	17789	Sulf	-	
2538166551	17789	other	-	
2538166552	17789	other	-	
2538166553	17789	other	-	
2538166554	17789	Sulf	-	
2538166555	17789	Sulf	-	
2538166556	17789	GH	-	
2538166557	17789	other	-	
2538166558	17789	other	-	
2538167112	17794	REG	+	
2538167113	17794	REG	+	
2538167114	17794	Trans	+	
2538167115	17794	SusD	+	
2538167116	17794	other	+	
2538167117	17794	other	+	
2538167118	17794	Pept	+	
2538167119	17794	other	+	
2538167120	17794	other	+	
2538167121	17794	Pept	+	
2538167122	17794	GH	+	
2538167246	17795	other	-	
2538167247	17795	GH	-	
2538167248	17795	other	-	
2538167249	17795	other	-	
2538167250	17795	SusD	-	
2538167251	17795	Trans	-	
2538167252	17795	other	-	
2538167253	17795	other	-	
2538167254	17795	SusD	-	
2538167255	17795	Trans	-	
2538167256	17795	other	-	
2538167257	17795	PL	-	
2538167258	17795	other	-	
2538167259	17795	GH	-	
2538167260	17795	GH	-	
2538167261	17795	other	-	
2538167262	17795	PL	-	
2538167263	17795	GH	-	
2538167264	17796	PL	+	
2538167265	17796	REG	+	
2538167266	17796	GH	+	
2538167267	17796	other	+	
2538167268	17796	Trans	+	
2538167269	17796	SusD	+	
2538167277	17797	GH	-	
2538167278	17797	CE	-	
2538167279	17797	REG	-	
2538167280	17797	other	-	
2538167281	17797	GH	-	
2538167282	17797	PL	-	
2538167283	17797	GH	+	
2538167284	17797	CE	+	
2538167285	17797	other	+	
2538167286	17797	PL	-	
2538167287	17797	PL	-	
2538167288	17797	SusD	-	
2538167289	17797	Trans	-	
2538167290	17797	SusD	-	
2538167291	17797	Trans	-	
2538167292	17797	other	-	
2538167293	17797	other	-	
2538167294	17797	other	-	
2538167295	17798	Trans	+	
2538167296	17798	SusD	+	
2538167297	17798	other	-	
2538167298	17798	GH	-	
2538167299	17798	other	-	
2538167300	17798	GH	-	
2538167301	17798	GH	-	
2538167302	17798	GH	+	
2538167303	17798	CE	+	
2538167304	17798	GH	+	
2538167305	17798	other	+	
2538167306	17798	GH	+	
2538167307	17798	GH	+	
2538167318	17799	REG	+	
2538167319	17799	other	-	
2538167320	17799	GH	-	
2538167321	17799	GH	+	
2538167322	17799	GH	-	
2538167323	17799	CE	-	
2538167324	17799	other	-	
2538167325	17799	other	-	
2538167326	17799	SusD	-	
2538167327	17799	Trans	-	
2538167328	17799	PL	-	
2538167329	17799	other	-	
2538167330	17799	other	-	
2538167331	17799	PL	-	
2538167332	17799	other	-	
2538167333	17799	other	-	
2538167334	17799	Trans	+	
2538167335	17799	SusD	+	
2538167336	17799	other	+	
2538167337	17799	CE	+	
2538167338	17799	PL	+	
2538167339	17799	PL	+	
2538167340	17799	PL	+	
2538167341	17799	other	+	
2538167342	17799	REG	-	
2538167343	17799	CE	-	
2538167344	17799	CE	-	
2538167345	17799	GH	-	
2538167357	17800	other	-	
2538167358	17800	GH	-	
2538167359	17800	GH	-	
2538167360	17800	GH	-	
2538167361	17800	other	-	
2538167362	17800	SusD	+	
2538167363	17800	other	+	
2538167364	17800	other	+	
2538167365	17800	Trans	+	
2538167366	17800	SusD	+	
2538167367	17800	Trans	+	
2538167368	17800	other	-	
2538167369	17800	GH	-	
2538167370	17800	GH	-	
2538167371	17800	other	-	
2538167372	17800	GH	-	
2538167373	17800	GH	-	
2538167374	17800	GH	-	
2538167375	17800	other	-	
2538167376	17800	REG	-	
2538167377	17800	REG	-	
2538167449	17801	GH	+	
2538167450	17801	GH	-	
2538167451	17801	GH	-	
2538167452	17801	GH	-	
2538167453	17801	other	-	
2538167454	17801	GH	-	
2538167455	17801	REG	+	
2538167456	17801	other	+	
2538167457	17801	other	+	
2538167458	17801	GH	+	
2538167459	17801	Trans	+	
2538167460	17801	SusD	+	
2538167461	17801	other	+	
2538167463	17802	Sulf	-	
2538167464	17802	GH	-	
2538167465	17802	GH	-	
2538167466	17802	Sulf	-	
2538167467	17802	SusD	-	
2538167468	17802	Trans	-	
2538167469	17802	other	-	
2538167470	17802	REG	+	
2538167492	17803	other	-	
2538167493	17803	other	-	
2538167494	17803	GH	-	
2538167495	17803	GH	-	
2538167496	17803	Trans	-	
2538167497	17803	SusD	-	
2538167498	17803	Trans	-	
2538167499	17803	REG	-	
2538167500	17803	REG	-	
2538167640	17804	other	-	
2538167641	17804	Trans	-	
2538167642	17804	other	-	
2538167643	17804	other	-	
2538167644	17804	GH	-	
2538167645	17804	other	-	
2538167646	17804	SusD	-	
2538167647	17804	Trans	-	
2538167648	17804	REG	-	
2538167649	17804	REG	-	
2538167701	17807	GH	-	
2538167702	17807	other	-	
2538167703	17807	other	-	
2538167704	17807	GH	-	
2538167705	17807	SusD	-	
2538167706	17807	Trans	-	
2538167707	17807	Trans	-	
2538167708	17807	GH	-	
2538167890	17812	GH	-	
2538167891	17812	GH	-	
2538167892	17812	GH	-	
2538167893	17812	Trans	-	
2538167894	17812	other	-	
2538167895	17812	GH	-	
2538167896	17812	other	-	
2538167897	17812	SusD	-	
2538167898	17812	Trans	-	
2538167899	17812	REG	+	
2538167900	17812	GH	-	
2538167969	17814	GH	-	
2538167970	17814	other	+	
2538167971	17814	PL	-	
2538167972	17814	SusD	-	
2538167973	17814	Trans	-	
2538167974	17814	SusD	-	
2538167975	17814	Trans	-	
2538167976	17814	GH	-	
2538167977	17814	REG	-	
2538167978	17814	GH	-	
2538167993	17815	GH	-	
2538167994	17815	GH	-	
2538167995	17815	other	-	
2538167996	17815	SusD	-	
2538167997	17815	Trans	-	
2538167998	17815	other	+	
2538167999	17815	ROK	+	
2538168000	17815	GH	-	
2538168001	17815	GH	-	
2538168002	17815	GH	+	
2538168003	17815	GH	+	
2538168004	17815	other	+	
2538168005	17815	other	+	
2538168006	17815	other	-	
2538168007	17815	Trans	+	
2538168008	17815	SusD	+	
2538168009	17815	other	+	
2538168010	17815	other	+	
2538168011	17815	other	+	
2538168012	17815	GH	+	
2538168013	17815	GH	-	
2538168014	17815	other	-	
2538168015	17815	GH	-	
2538168016	17815	GH	-	
2538168017	17815	GH	-	
2538168191	17818	other	-	
2538168192	17818	GH	-	
2538168193	17818	GH	-	
2538168194	17818	other	-	
2538168195	17818	SusD	-	
2538168196	17818	Trans	-	
2538168197	17818	REG	-	
2538168198	17818	REG	-	
2538168336	17822	Trans	-	
2538168337	17822	GH	-	
2538168338	17822	GH	-	
2538168339	17822	GH	-	
2538168340	17822	other	-	
2538168341	17822	SusD	-	
2538168342	17822	Trans	-	
2538168343	17822	ROK	-	
2538168344	17822	other	-	
2538168345	17822	REG	+	
2538168578	17823	CE	-	
2538168579	17823	GH	-	
2538168580	17823	GH	-	
2538168581	17823	GH	-	
2538168582	17823	other	-	
2538168583	17823	GH	-	
2538168584	17823	other	-	
2538168585	17823	other	-	
2538168586	17823	SusD	-	
2538168587	17823	Trans	-	
2538168588	17823	REG	-	
2538168610	17825	GH	-	
2538168611	17825	REG	+	
2538168612	17825	CE	-	
2538168613	17825	other	-	
2538168614	17825	SusD	-	
2538168615	17825	Trans	-	
2538168616	17825	GH	-	
2538168617	17825	CE	-	
2538168618	17825	PL	+	
2538168631	17827	PL	+	
2538168632	17827	other	-	
2538168633	17827	GH	-	
2538168634	17827	SusD	-	
2538168635	17827	Trans	-	
2538168636	17827	REG	-	
2538168637	17827	REG	-	
2538168669	17828	REG	-	
2538168670	17828	GH	+	
2538168671	17828	GH	+	
2538168672	17828	Trans	+	
2538168673	17828	SusD	+	
2538168674	17828	other	+	
2538168675	17828	other	+	
2538168676	17828	GH	+	
2538168677	17829	other	-	
2538168678	17829	other	-	
2538168679	17829	GH	-	
2538168680	17829	other	-	
2538168681	17829	other	-	
2538168682	17829	GH	-	
2538168683	17829	SusD	-	
2538168684	17829	Trans	-	
2538168685	17829	REG	+	
2538168686	17829	other	-	
2538168687	17829	GH	+	
2538168736	17830	other	+	
2538168737	17830	GH	+	
2538168738	17830	other	-	
2538168739	17830	other	-	
2538168740	17830	other	-	
2538168741	17830	SusD	-	
2538168742	17830	Trans	-	
2538168743	17830	GH	-	
2538168744	17830	REG	-	
2538168745	17830	other	+	
2538168746	17830	GH	+	
2538168747	17830	REG	+	
2538168748	17830	GH	-	
2538168749	17830	CE	-	
2538168750	17830	GH	-	
2538168751	17830	GH	-	
2538168752	17830	GH	-	
2538168753	17830	GH	-	
2538168754	17830	other	-	
2538168755	17830	SusD	-	
2538168756	17830	Trans	-	
2538168757	17830	SusD	-	
2538168758	17830	Trans	-	
2538168759	17830	GH	-	
2538168760	17830	GH	-	
2538168761	17830	GH	-	
2538168762	17830	GH	-	
2538168763	17830	GH	-	
2538168764	17830	GH	-	
2538168765	17830	GH	-	
2538168802	17833	Trans	-	
2538168803	17833	REG	-	
2538168804	17833	other	-	
2538168805	17833	other	-	
2538168806	17833	other	-	
2538168807	17833	other	-	
2538168808	17833	SusD	-	
2538168809	17833	Trans	-	
2538168810	17833	other	-	
2538168811	17833	GH	-	
2538168812	17833	GH	+	
2538168813	17833	GH	+	
2538168814	17833	GH	+	
2538168864	17834	GH	-	
2538168865	17834	GH	-	
2538168866	17834	other	-	
2538168867	17834	GH	-	
2538168868	17834	other	-	
2538168869	17834	other	-	
2538168870	17834	GH	-	
2538168871	17834	SusD	-	
2538168872	17834	Trans	-	
2538168873	17834	REG	-	
2538168874	17834	REG	-	
2538168875	17835	GH	-	
2538168876	17835	GH	+	
2538168877	17835	GH	-	
2538168878	17835	Sulf	-	
2538168879	17835	other	-	
2538168880	17835	GH	-	
2538168881	17835	GH	-	
2538168882	17835	other	-	
2538168883	17835	SusD	-	
2538168884	17835	Trans	-	
2538168885	17835	SusD	-	
2538168886	17835	Trans	-	
2538168887	17835	GH	-	
2538168888	17835	REG	-	
2538168899	17836	Sulf	-	
2538168900	17836	Sulf	-	
2538168901	17836	other	-	
2538168902	17836	SusD	-	
2538168903	17836	Trans	-	
2538168904	17836	GH	-	
2538168905	17836	other	-	
2538168906	17836	other	+	
2538168907	17836	other	-	
2538168908	17836	SusD	-	
2538168909	17836	Trans	-	
2538168910	17836	GH	-	
2538168911	17836	other	-	
2538169046	17838	PL	-	
2538169047	17838	Sulf	-	
2538169048	17838	GH	-	
2538169049	17838	GH	-	
2538169050	17838	other	-	
2538169051	17838	GH	-	
2538169052	17838	SusD	-	
2538169053	17838	Trans	-	
2538169054	17838	other	-	
2538169055	17838	REG	+	
2538169056	17838	REG	+	
2538169104	17841	GH	-	
2538169105	17841	other	-	
2538169106	17841	GH	-	
2538169107	17841	SusD	-	
2538169108	17841	Trans	-	
2538169109	17841	REG	-	
2538169110	17842	GH	-	
2538169111	17842	other	-	
2538169112	17842	other	-	
2538169113	17842	other	-	
2538169114	17842	other	-	
2538169115	17842	SusD	-	
2538169116	17842	Trans	-	
2538169117	17842	other	-	
2538169118	17842	REG	-	
2538169195	17845	GH	-	
2538169196	17845	other	-	
2538169197	17845	SusD	-	
2538169198	17845	Trans	-	
2538169199	17845	REG	-	
2538169200	17845	REG	-	
2538169257	17847	GH	+	
2538169258	17847	Trans	+	
2538169259	17847	other	+	
2538169260	17847	Trans	+	
2538169261	17847	SusD	+	
2538169262	17847	other	+	
2538169263	17847	REG	+	
2538169278	17848	other	-	
2538169279	17848	other	-	
2538169280	17848	GH	-	
2538169281	17848	PL	-	
2538169282	17848	PL	-	
2538169283	17848	SusD	-	
2538169284	17848	Trans	-	
2538169285	17848	other	+	
2538169286	17848	REG	+	
2538169503	17852	GH	-	
2538169504	17852	GH	-	
2538169505	17852	GH	-	
2538169506	17852	GH	-	
2538169507	17852	GH	-	
2538169508	17852	other	-	
2538169509	17852	REG	-	
2538169510	17852	Trans	+	
2538169511	17852	SusD	+	
2538169512	17852	other	+	
2538169513	17852	other	+	
2538169514	17852	other	+	
2538169516	17853	Sulf	+	
2538169517	17853	other	+	
2538169518	17853	other	+	
2538169519	17853	other	+	
2538169520	17853	GH	+	
2538169521	17853	Trans	+	
2538169522	17853	SusD	+	
2538169523	17853	Trans	+	
2538169524	17853	SusD	+	
2538169525	17853	other	+	
2538169526	17853	REG	-	
2538169527	17853	GH	+	
2538169528	17853	Sulf	+	
2538169529	17853	GH	+	
2538169530	17853	Sulf	+	
2538169531	17853	GH	+	
2538169535	17854	REG	+	
2538169536	17854	Trans	+	
2538169537	17854	SusD	+	
2538169538	17854	other	+	
2538169539	17854	GH	+	
2538169540	17854	GH	+	
2538169541	17854	other	+	
2538169542	17854	GH	+	
2538169549	17855	GH	-	
2538169550	17855	GH	-	
2538169551	17855	GH	+	
2538169552	17855	other	+	
2538169553	17855	other	+	
2538169554	17855	REG	-	
2538169555	17855	GH	+	
2538169556	17855	other	+	
2538169557	17855	GH	+	
2538169558	17855	other	+	
2538169559	17855	Trans	+	
2538169560	17855	SusD	+	
2538169561	17855	other	+	
2538169562	17855	other	+	
2538169563	17855	other	+	
2538169564	17856	GH	-	
2538169565	17856	other	-	
2538169566	17856	SusD	-	
2538169567	17856	Trans	-	
2538169568	17856	GH	-	
2538169570	17857	REG	-	
2538169571	17857	other	-	
2538169572	17857	GH	-	
2538169573	17857	other	-	
2538169574	17857	other	-	
2538169575	17857	other	-	
2538169576	17857	other	-	
2538169577	17857	other	-	
2538169578	17857	other	-	
2538169579	17857	other	-	
2538169580	17857	SusD	-	
2538169581	17857	Trans	-	
2538169582	17857	REG	-	
2538169583	17857	REG	-	
2538169612	17858	GH	+	
2538169613	17858	REG	-	
2538169614	17858	Trans	+	
2538169615	17858	SusD	+	
2538169616	17858	other	+	
2538169617	17858	GH	+	
2538169618	17858	GH	+	
2538169619	17858	other	+	
2538169620	17858	GH	-	
2538169621	17858	GH	+	
2538169622	17858	GH	+	
2538169623	17858	GH	+	
2538169624	17858	Trans	+	
2538169625	17858	SusD	+	
2538169626	17858	other	+	
2538169627	17858	GH	+	
2538169628	17858	REG	+	
2538169629	17858	GH	+	
2538169630	17858	GH	+	
2538169631	17858	GH	+	
2538169636	17859	other	-	
2538169637	17859	other	-	
2538169638	17859	GH	-	
2538169639	17859	Trans	-	
2538169640	17859	GH	-	
2538169641	17859	GH	-	
2538169642	17859	GH	-	
2538169643	17859	GH	-	
2538169644	17859	GH	-	
2538169645	17859	other	-	
2538169646	17859	SusD	-	
2538169647	17859	Trans	-	
2538169648	17859	GH	-	
2538169689	17860	Trans	+	
2538169690	17860	SusD	+	
2538169691	17860	GH	+	
2538169692	17860	GH	+	
2538169693	17860	GH	+	
2538169694	17860	other	+	
2538169695	17860	GH	+	
2538169696	17860	GH	+	
2538169697	17860	Trans	+	
2538169698	17860	SusD	+	
2538169699	17860	other	+	
2538169700	17860	other	+	
2538169701	17860	other	+	
2538169702	17860	GH	+	
2538169703	17860	GH	+	
2538169704	17860	GH	+	
2538169705	17860	GH	+	
2538169747	17861	REG	+	
2538169748	17861	REG	+	
2538169749	17861	Trans	+	
2538169750	17861	SusD	+	
2538169751	17861	other	+	
2538169752	17861	other	+	
2538169753	17861	other	+	
2538169754	17861	GH	+	
2538169755	17861	GH	+	
2538169756	17861	GH	+	
2538169757	17861	other	+	
2538169758	17861	GH	+	
2538169759	17861	CE	+	
2538169760	17861	GH	+	
2538169761	17861	other	+	
2538169762	17861	other	-	
2538169763	17861	other	+	
2538169764	17861	REG	-	
2538169765	17861	Trans	+	
2538169766	17861	SusD	+	
2538169767	17861	other	+	
2538169768	17861	GH	+	
2538169769	17861	GH	+	
2538169770	17861	GH	+	
2538169771	17861	GH	+	
2538169772	17861	Trans	+	
2538169773	17861	ROK	+	
2538169793	17862	GH	+	
2538169794	17862	Trans	+	
2538169795	17862	SusD	+	
2538169796	17862	other	+	
2538169797	17862	other	+	
2538169798	17862	other	+	
2538169799	17862	GH	+	
2538169800	17862	GH	+	
2538169801	17862	Pept	+	
2538169802	17862	GH	+	
2538169803	17862	other	+	
2538169804	17862	GH	+	
2538169805	17862	other	+	
2538169806	17862	GH	+	
2538169814	17863	REG	-	
2538169815	17863	Trans	+	
2538169816	17863	SusD	+	
2538169817	17863	other	+	
2538169818	17863	GH	+	
2538169833	17865	Trans	+	
2538169834	17865	SusD	+	
2538169835	17865	other	+	
2538169836	17865	GH	+	
2538169837	17865	other	+	
2538169838	17865	other	+	
2538169839	17865	other	+	
2538169840	17865	GH	+	
2538169841	17865	REG	+	
2538169842	17865	REG	+	
2538169918	17866	GH	-	
2538169919	17866	GH	-	
2538169920	17866	GH	-	
2538169921	17866	GH	-	
2538169922	17866	GH	-	
2538169923	17866	SusD	-	
2538169924	17866	Trans	-	
2538169925	17866	SusD	-	
2538169926	17866	Trans	-	
2538169927	17866	other	-	
2538169928	17866	Trans	-	
2538170024	17867	REG	+	
2538170025	17867	REG	+	
2538170026	17867	Trans	+	
2538170027	17867	SusD	+	
2538170028	17867	other	+	
2538170029	17867	GH	+	
2538170030	17867	CBM	+	
2538170031	17867	other	+	
2538170133	17868	GH	+	
2538170134	17868	other	+	
2538170135	17868	GH	+	
2538170136	17868	GH	+	
2538170137	17868	GH	+	
2538170138	17868	GH	+	
2538170139	17868	GH	-	
2538170140	17868	GH	-	
2538170141	17868	PL	-	
2538170142	17868	GH	-	
2538170143	17868	other	-	
2538170144	17868	SusD	-	
2538170145	17868	Trans	-	
2538170146	17868	SusD	-	
2538170147	17868	Trans	-	
2538170148	17868	other	-	
2538170149	17868	REG	-	
2538170297	17870	REG	+	
2538170298	17870	REG	+	
2538170299	17870	Trans	+	
2538170300	17870	SusD	+	
2538170301	17870	Sulf	+	
2538170302	17870	other	+	
2538170303	17870	other	+	
2538170304	17870	GH	+	
2538170305	17870	GH	+	
2538170306	17870	other	+	
2538170307	17870	GH	+	
2538170322	17871	GH	-	
2538170323	17871	GH	-	
2538170324	17871	GH	-	
2538170325	17871	other	-	
2538170326	17871	SusD	-	
2538170327	17871	Trans	-	
2538170328	17871	REG	-	
2538170537	17875	REG	+	
2538170538	17875	REG	+	
2538170539	17875	Trans	+	
2538170540	17875	SusD	+	
2538170541	17875	other	+	
2538170542	17875	GH	+	
2538170543	17875	other	+	
2538170544	17875	other	+	
2538170611	17877	REG	+	
2538170612	17877	GH	+	
2538170613	17877	GH	+	
2538170614	17877	Pept	+	
2538170615	17877	Trans	+	
2538170616	17877	SusD	+	
2538170617	17877	other	+	
2538170618	17877	other	+	
2538170619	17877	GH	+	
2538170620	17877	GH	+	
2538170621	17877	GH	+	
2538170622	17877	other	+	
2538170623	17877	GH	+	
2538170624	17877	GH	+	
2538170650	17878	other	-	
2538170651	17878	GH	-	
2538170652	17878	other	-	
2538170653	17878	other	-	
2538170654	17878	SusD	-	
2538170655	17878	Trans	-	
2538170656	17878	other	+	
2538170657	17878	other	+	
2538170658	17878	GH	+	
2538170659	17878	other	+	
2538170660	17878	GH	-	
2538170661	17878	GH	-	
2538170662	17878	REG	-	
2538170663	17878	REG	-	
2538170841	17880	REG	-	
2538170842	17880	REG	-	
2538170843	17880	Trans	+	
2538170844	17880	SusD	+	
2538170845	17880	other	+	
2538170846	17880	other	+	
2538170847	17880	GH	+	
2538170848	17880	GH	+	
2538170849	17881	REG	+	
2538170850	17881	REG	+	
2538170851	17881	Trans	+	
2538170852	17881	SusD	+	
2538170853	17881	GH	+	
2538170854	17881	other	+	
2538170855	17881	other	+	
2538170856	17881	GH	+	
2538170857	17881	GH	+	
2538504084	17898	Trans	+	
2538504085	17898	SusD	+	
2538504086	17898	other	+	
2538504087	17898	GH	+	
2538504311	17899	GH	-	
2538504312	17899	GH	-	
2538504313	17899	other	-	
2538504314	17899	SusD	-	
2538504315	17899	SusD	-	
2538504316	17899	Trans	-	
2538504317	17899	REG	-	
2538504318	17899	REG	-	
2538504399	17901	GH	-	
2538504400	17901	GH	-	
2538504401	17901	other	-	
2538504402	17901	SusD	-	
2538504403	17901	Trans	-	
2538504404	17901	REG	-	
2538504405	17901	other	-	
2538504406	17901	REG	+	
2538504453	17902	GH	-	
2538504454	17902	GH	+	
2538504455	17902	GH	+	
2538504456	17902	other	-	
2538504457	17902	GH	-	
2538504458	17902	GH	-	
2538504459	17902	other	-	
2538504460	17902	SusD	-	
2538504461	17902	Trans	-	
2538504462	17902	REG	-	
2538504463	17902	REG	-	
2538504496	17903	GH	-	
2538504497	17903	GH	-	
2538504498	17903	other	-	
2538504499	17903	other	-	
2538504500	17903	SusD	-	
2538504501	17903	Trans	-	
2538504502	17903	REG	-	
2538504505	17904	GH	+	
2538504506	17904	other	+	
2538504507	17904	SusD	-	
2538504508	17904	Trans	-	
2538504509	17904	GH	-	
2538504510	17904	Trans	-	
2538504511	17904	other	-	
2538504512	17904	ROK	-	
2538504513	17904	REG	-	
2538504643	17905	GH	+	
2538504644	17905	other	-	
2538504645	17905	other	+	
2538504646	17905	GH	-	
2538504647	17905	SusD	-	
2538504648	17905	Trans	-	
2538504649	17905	REG	-	
2538504692	17906	REG	+	
2538504693	17906	other	-	
2538504694	17906	GH	-	
2538504695	17906	GH	-	
2538504696	17906	GH	-	
2538504697	17906	other	-	
2538504698	17906	other	-	
2538504699	17906	GH	-	
2538504700	17906	SusD	-	
2538504701	17906	Trans	-	
2538504729	17907	REG	+	
2538504730	17907	REG	+	
2538504731	17907	Trans	+	
2538504732	17907	SusD	+	
2538504733	17907	other	+	
2538504734	17907	GH	+	
2538504735	17907	CE	+	
2538504736	17907	GH	+	
2538504737	17907	GH	+	
2538504738	17907	GH	+	
2538504739	17907	other	+	
2538504740	17907	GH	+	
2538504949	17910	GH	-	
2538504950	17910	GH	-	
2538504951	17910	GH	-	
2538504952	17910	GH	-	
2538504953	17910	REG	-	
2538504954	17910	GH	-	
2538504955	17910	GH	+	
2538504956	17910	other	-	
2538504957	17910	other	-	
2538504958	17910	SusD	-	
2538504959	17910	Trans	-	
2538505002	17912	GH	-	
2538505003	17912	GH	-	
2538505004	17912	CE	-	
2538505005	17912	CE	-	
2538505006	17912	other	-	
2538505007	17912	GH	-	
2538505008	17912	SusD	-	
2538505009	17912	Trans	-	
2538505085	17914	REG	+	
2538505086	17914	Sulf	+	
2538505087	17914	Trans	+	
2538505088	17914	SusD	+	
2538505089	17914	GH	-	
2538505090	17914	PL	-	
2538505091	17914	GH	+	
2538505092	17914	other	+	
2538505093	17914	PL	-	
2538505094	17914	other	-	
2538505102	17915	GH	+	
2538505103	17915	Trans	+	
2538505104	17915	SusD	+	
2538505105	17915	other	+	
2538505106	17915	other	+	
2538505107	17915	GH	+	
2538505108	17915	GH	+	
2538505109	17915	GH	+	
2538505110	17915	GH	+	
2538505111	17915	other	+	
2538505112	17915	other	+	
2538505113	17915	other	-	
2538505114	17915	other	-	
2538505115	17915	GH	-	
2538505116	17915	GH	-	
2538505117	17915	REG	-	
2538505143	17916	ROK	-	
2538505144	17916	other	-	
2538505145	17916	GH	-	
2538505146	17916	Sulf	-	
2538505147	17916	SusD	-	
2538505148	17916	Trans	-	
2538505149	17916	REG	-	
2538505150	17916	GH	-	
2538505151	17916	SusD	-	
2538505152	17916	Trans	-	
2538505162	17917	SusD	-	
2538505163	17917	Trans	-	
2538505164	17917	other	+	
2538505165	17917	other	+	
2538505166	17917	other	+	
2538505167	17917	GH	-	
2538505168	17917	other	+	
2538505169	17917	other	+	
2538505170	17917	other	+	
2538505171	17917	other	+	
2538505172	17917	GH	+	
2538505173	17917	GH	+	
2538505174	17917	GH	-	
2538505175	17917	GH	-	
2538505176	17917	GH	-	
2538505177	17917	other	-	
2538505178	17917	SusD	-	
2538505179	17917	Trans	-	
2538505199	17918	other	-	
2538505200	17918	GH	-	
2538505201	17918	GH	-	
2538505202	17918	other	-	
2538505203	17918	other	-	
2538505204	17918	other	-	
2538505205	17918	SusD	-	
2538505206	17918	Trans	-	
2538505207	17918	other	-	
2538505208	17918	GH	-	
2538505209	17918	GH	+	
2538505210	17918	other	+	
2538505381	17919	GH	+	
2538505382	17919	Trans	+	
2538505383	17919	Trans	+	
2538505384	17919	SusD	+	
2538505385	17919	other	+	
2538505386	17919	other	+	
2538505387	17919	GH	-	
2538505388	17919	GH	-	
2538505389	17919	REG	-	
2538505390	17919	GH	+	
2538505391	17919	Trans	+	
2538505392	17919	SusD	+	
2538505548	17922	GH	+	
2538505549	17922	Trans	+	
